concurso,dada_sorteio,bola1,bola2,bola3,bola4,bola5,bola6,ganhadores_6_acertos,cidade_uf,rateio_6_acertos,ganhadores_5_acertos,rateio_5_acertos,ganhadores_4_acertos,rateio_4_acertos,acumulado_6_acertos,arrecadacao_total,estimativa_premio,acumulado_sorteio_especial_mega_da_virada,observacao
698,2005-09-14,8,12,22,27,43,55,0,,0.0,43,16354.69,3981,175.99,2805890.89,0.0,0.0,0.0,"Acumulou!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 17/09/2005: R$4.500.000,00. INFORMAMOS QUE EM RAZÃO DE PROBLEMAS TÉCNICOS, O SORTEIO DO CONCURSO 699 FOI ADIADO PARA 19/09, ÀS 20HS EM PORTO ALEGRE."
699,2005-09-19,17,23,48,50,53,54,0,,0.0,54,16259.09,3752,233.13,12141821.41,0.0,0.0,0.0,"ACUMULOU. Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 21/09/2005: R$14.000.000,00."
700,2005-09-21,2,3,14,24,31,40,0,,0.0,53,17991.31,3584,265.04,13810515.56,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 24/09/2005: R$16.000.000,00."
701,2005-09-24,1,13,23,31,48,60,0,,0.0,103,11253.13,5623,205.35,15838891.81,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 28/09/2005: R$18.000.000,00."
702,2005-09-28,1,18,45,56,57,58,0,,0.0,47,22868.49,3663,292.31,17719825.24,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 01/10/2005: R$20.000.000,00."
703,2005-10-01,2,11,24,27,30,45,0,,0.0,123,10767.16,7343,179.68,20037455.42,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 05/10/2005: R$22.000.000,00."
704,2005-10-05,2,4,18,27,34,50,0,,0.0,56,22659.95,5784,218.56,29484065.62,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 08/10/2005: R$32.000.000,00."
705,2005-10-08,3,11,13,15,26,43,0,,0.0,144,11780.58,11514,146.78,32452771.1,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 15/10/2005: R$36.000.000,00."
706,2005-10-15,2,7,10,17,22,60,0,,0.0,282,7866.56,15980,138.3,36334914.54,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 19/10/2005: R$40.000.000,00."
707,2005-10-19,1,8,10,36,43,51,2,MG; RO,19919975.72,140,14306.28,12461,160.12,0.0,0.0,0.0,0.0,"Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 22/10/2005: R$1.500.000,00."
708,2005-10-22,7,9,13,39,45,47,0,,0.0,102,6567.35,5998,111.26,1172271.79,0.0,0.0,0.0,"Acumulou!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 26/10/2005: R$2.000.000,00."
709,2005-10-26,4,6,9,22,29,44,0,,0.0,106,5881.47,5202,119.39,11276978.0,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 29/10/2005: R$13.000.000,00."
710,2005-10-29,5,25,34,39,46,49,0,,0.0,48,21483.28,4608,222.94,13081573.14,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 05/11/2005: R$15.000.000,00."
711,2005-11-05,5,10,33,40,41,59,0,,0.0,79,18118.11,5840,244.16,15586402.01,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 09/11/2005: R$17.000.000,00."
712,2005-11-09,7,8,35,43,53,58,0,,0.0,97,12122.15,5637,207.81,17644136.19,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 12/11/2005: R$20.000.000,00."
713,2005-11-12,1,12,16,26,46,54,0,,0.0,67,20438.81,5838,233.68,20040586.54,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 16/11/2005: R$22.000.000,00."
714,2005-11-16,7,8,17,35,39,53,0,,0.0,113,9766.45,10955,100.36,29611134.96,0.0,0.0,0.0,"ACUMULOU! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 19/11/2005: R$32.000.000,00"
715,2005-11-19,4,12,24,33,36,54,3,GO; MA; SP,10825809.33,237,6910.89,13134,124.24,0.0,0.0,0.0,0.0,"Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 23/11/2005: R$1.000.000,00."
716,2005-11-23,2,7,16,29,32,50,1,RJ,945382.75,37,14600.51,2512,214.25,0.0,0.0,0.0,0.0,"Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 26/11/2005: R$1.000.000,00."
717,2005-11-26,6,17,23,28,35,41,0,,0.0,68,8956.76,3816,159.0,1065855.06,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 30/11/2005: R$2.000.000,00."
718,2005-11-30,7,21,33,35,39,58,0,,0.0,41,13759.23,2893,194.26,2053079.87,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 03/12/2005: R$3.000.000,00."
719,2005-12-03,3,32,37,39,47,53,0,,0.0,63,12737.0,3553,225.0,8649484.79,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 07/12/2005: R$10.000.000,00."
720,2005-12-07,12,31,44,51,54,56,0,,0.0,20,45658.99,2606,349.09,10247549.36,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso a ser realizado em 10/12/2005: R$12.000.000,00."
721,2005-12-10,3,14,23,25,36,55,0,,0.0,99,11025.33,6723,161.75,12157688.32,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 14/12/2005: R$14.000.000,00."
722,2005-12-14,9,18,36,44,57,60,0,,0.0,85,12704.05,5334,201.68,14047415.26,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 17/12/2005: R$16.000.000,00."
723,2005-12-17,1,6,16,36,50,52,0,,0.0,49,25242.04,4000,308.05,16211920.28,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 21/12/2005: R$18.000.000,00."
724,2005-12-21,17,27,34,48,51,55,0,,0.0,102,12537.87,6190,205.82,25450246.43,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 31/12/2005, às 22 horas: R$30.000.000,00."
725,2005-12-31,3,9,35,37,41,49,2,MG; RJ,15815987.63,343,10298.59,20451,172.08,0.0,0.0,0.0,0.0,"Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 04/01/2006: R$1.000.000,00."
726,2006-01-04,1,5,7,37,40,47,0,,0.0,35,15459.49,2838,189.94,946893.69,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 07/01/2006: R$2.000.000,00."
727,2006-01-07,4,12,14,30,42,59,0,,0.0,29,25008.46,2688,268.79,2216072.86,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 11/01/2006: R$3.000.000,00."
728,2006-01-11,8,13,24,32,42,44,0,,0.0,81,8575.31,5381,128.59,3431622.25,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 14/01/2006: R$5.000.000,00."
729,2006-01-14,5,18,33,43,56,57,1,MG,4969519.9,51,17231.34,5041,173.67,0.0,0.0,0.0,0.0,"Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 18/01/2006: R$9.000.000,00."
730,2006-01-18,2,15,16,45,50,54,0,,0.0,34,23412.97,2824,280.82,9358249.67,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 21/01/2006: R$11.000.000,00."
731,2006-01-21,6,15,16,23,28,35,0,,0.0,88,11554.63,6659,152.12,11137662.34,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 25/01/2006: R$13.000.000,00."
732,2006-01-25,6,17,19,49,50,53,0,,0.0,65,14610.54,4196,225.48,12799611.64,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 28/01/2006: R$14.000.000,00."
733,2006-01-28,2,12,26,31,43,46,0,,0.0,67,16737.98,5110,218.63,14762139.6,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 01/02/2006: R$17.000.000,00."
734,2006-02-01,27,29,43,44,45,54,1,MG,16726569.98,58,19354.0,3984,280.69,0.0,0.0,0.0,0.0,"Estimativa de prêmio (sena) para o próximo concurso a ser realizado em 04/02/2006: R$8.000.000,00."
735,2006-02-04,9,15,38,40,42,52,0,,0.0,33,27163.91,3043,293.47,7826853.28,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 08/02/2006: R$9.000.000,00."
736,2006-02-08,1,21,38,41,49,56,0,,0.0,19,47835.6,2190,413.44,9417386.79,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 11/02/2006: R$11.000.000,00."
737,2006-02-11,11,12,24,32,33,38,0,,0.0,65,18730.63,6267,193.54,11547995.59,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 15/02/2006: R$13.000.000,00."
738,2006-02-15,14,15,26,30,42,54,0,,0.0,47,26720.69,4178,299.45,13745772.39,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 18/02/2006: R$16.000.000,00."
739,2006-02-18,6,10,35,45,49,56,0,,0.0,54,25993.77,4723,296.08,23305073.75,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 22/02/2006: R$26.000.000,00."
740,2006-02-22,12,16,28,29,47,50,1,PR,26132814.65,90,17953.91,6943,231.85,0.0,0.0,0.0,0.0,"Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 25/02/2006: R$1.000.000,00."
741,2006-02-25,24,26,27,36,39,59,0,,0.0,23,28453.38,2133,305.65,1145248.54,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 01/03/2006: R$2.000.000,00."
742,2006-03-01,2,7,17,34,41,50,0,,0.0,25,14199.0,1622,218.02,1766454.86,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 04/03/2006: R$3.000.000,00."
743,2006-03-04,20,23,25,32,54,60,0,,0.0,28,29491.22,2762,297.84,3211524.66,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 08/03/2006: R$4.500.000,00."
744,2006-03-08,4,12,23,26,39,46,0,,0.0,77,10441.97,5387,148.7,9937380.49,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 11/03/2006: R$12.000.000,00."
745,2006-03-11,2,16,21,37,43,57,0,,0.0,134,8604.62,5262,218.3,11955163.21,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 15/03/2006: R$14.000.000,00."
746,2006-03-15,1,10,12,25,49,57,2,RS; SP,6995681.58,114,10206.52,6686,173.36,0.0,0.0,0.0,0.0,"Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 18/03/2006: R$1.000.000,00."
747,2006-03-18,2,3,12,21,23,56,0,,0.0,53,13079.29,4363,158.28,1213104.4,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 22/03/2006: R$2.500.000,00."
748,2006-03-22,1,2,7,19,35,51,0,,0.0,74,9080.42,4519,148.14,2389018.77,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 25/03/2006: R$4.000.000,00."
749,2006-03-25,4,24,47,48,50,57,0,,0.0,31,26214.36,2669,303.33,9429097.84,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 29/03/2006: R$11.000.000,00."
750,2006-03-29,10,17,33,42,54,58,0,,0.0,49,18795.69,3799,241.51,11040828.28,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 01/04/2006: R$13.000.000,00."
751,2006-04-01,4,7,20,25,38,50,0,,0.0,74,15221.68,5579,201.14,13012035.71,0.0,15000000.0,0.0,
752,2006-04-05,4,23,24,25,29,42,0,,0.0,86,13022.3,6849,162.9,14971892.19,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 08/04/2006: R$17.000.000,00."
753,2006-04-08,2,7,22,35,43,59,1,BA,17388228.32,152,9083.97,8630,159.4,0.0,0.0,0.0,0.0,"Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 12/04/2006: R$1.000.000,00."
754,2006-04-12,3,4,13,34,42,50,0,,0.0,41,14457.22,2827,208.89,7463330.98,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 15/04/2006: R$9.000.000,00."
755,2006-04-15,4,12,30,47,49,59,0,,0.0,41,18319.33,2977,251.35,8777742.92,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 19/04/2006: R$10.000.000,00."
756,2006-04-19,5,27,37,38,41,50,0,,0.0,34,27503.13,3135,297.15,10414179.09,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 22/04/2006: R$12.500.000,00."
757,2006-04-22,12,17,18,30,32,58,0,,0.0,53,17988.72,3448,275.46,12082632.69,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 26/04/2006: R$14.000.000,00."
758,2006-04-26,1,23,36,43,47,59,0,,0.0,74,14352.34,4910,215.49,13941260.58,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) parao próximo concurso, a ser realizado em 29/04/2006: R$16.000.000,00."
759,2006-04-29,30,31,39,45,48,59,0,,0.0,38,32431.5,2588,474.4,22265544.19,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 03/05/2006: R$25.000.000,00."
760,2006-05-03,12,17,44,45,46,60,0,,0.0,80,16005.08,5517,231.2,24506255.18,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 06/05/2006: R$27.000.000,00."
761,2006-05-06,13,17,27,29,40,56,0,,0.0,100,17175.97,8936,191.48,27512048.76,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 10/05/2006: R$30.000.000,00."
762,2006-05-10,9,12,21,37,39,54,0,,0.0,143,13668.11,10120,192.4,30932491.92,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 13/05/2006: R$35.000.000,00."
763,2006-05-13,1,9,26,40,47,48,0,,0.0,101,23502.31,7655,308.92,35086525.19,0.0,0.0,0.0,"O CONCURSO 764 SERÁ SORTEADO EM 18/05/2006 (QUINTA-FEIRA) ÀS 20 HORAS EM RIBEIRÃO PRETO/SP. A ESTIMATIVA DE PRÊMIO (SENA) PARA O CONCURSO 764 É DE R$40.000.000,00."
764,2006-05-18,3,7,45,47,53,55,1,PA,40539530.9,189,16486.79,15290,203.03,0.0,0.0,0.0,0.0,"Estimativa de prêmio (sena): R$15.000.000,00. SORTEIO DO CONCURSO 765 ADIADO PARA 21/05/2006, ÀS 17 HORAS."
765,2006-05-21,3,10,16,30,37,50,0,,0.0,62,15552.09,4336,221.54,14740248.65,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (Sena) para o próximo concurso a ser realizado em 24/05/2006: R$16.000.000,00."
766,2006-05-24,1,19,24,42,50,58,0,,0.0,63,16857.33,4477,236.31,16598769.93,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 27/05/2006: R$18.000.000,00."
767,2006-05-27,15,22,32,38,50,54,0,,0.0,62,20318.55,4419,284.0,18803331.88,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 31/05/2006: R$21.000.000,00."
768,2006-05-31,4,8,30,33,37,59,1,MG,21024430.31,93,13647.3,6408,197.31,0.0,0.0,0.0,0.0,"Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 03/06/2006: R$1.000.000,00."
769,2006-06-03,12,16,20,21,29,50,0,,0.0,49,14382.06,3078,228.08,7808149.6,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 07/06/2006: R$10.000.000,00."
770,2006-06-07,4,12,25,34,35,48,0,,0.0,68,13703.65,5401,171.88,9438882.88,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 10/06/2006: R$11.000.000,00."
771,2006-06-10,14,21,29,34,46,47,0,,0.0,69,15089.83,4559,227.53,11260979.64,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (Sena) para o próximo concurso, a ser realizado em 14/06/2006: R$13.000.000,00."
772,2006-06-14,10,35,38,51,52,60,0,,0.0,66,13476.3,5330,166.25,12817492.36,0.0,15000000.0,0.0,
773,2006-06-17,3,5,14,29,34,51,0,,0.0,58,16454.7,4919,193.29,14487644.71,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 21/06/2006: R$16.000.000,00."
774,2006-06-21,5,10,37,46,54,58,1,PA,16319071.08,64,16352.03,4336,240.45,0.0,0.0,0.0,0.0,"Estimativa de prêmio (sena) para o próximo concurso a ser apurado em 24/06/2006: R$7.500.000,00."
775,2006-06-24,12,27,42,46,47,50,0,,0.0,30,25559.59,3058,249.8,7421108.15,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 28/06/2006: R$9.000.000,00."
776,2006-06-28,3,15,35,41,57,60,0,,0.0,56,13543.61,3075,245.72,8748382.29,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 01/07/2006: R$10.000.000,00."
777,2006-07-01,2,14,23,28,50,56,0,,0.0,80,10746.73,3943,217.22,10252923.38,0.0,12000000.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso: R$ 12.000.000,00."
778,2006-07-05,20,31,36,37,45,51,0,,0.0,21,42785.84,1890,473.6,11825302.87,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 08/07/2006: R$14.000.000,00."
779,2006-07-08,25,26,29,36,52,54,0,,0.0,26,39580.32,3127,327.85,19016906.07,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 12/07/2006: R$21.000.000,00."
780,2006-07-12,7,10,28,50,51,59,0,,0.0,43,26754.56,3828,299.4,21030186.72,0.0,0.0,0.0,"Acumulou!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 15/07/2006: R$23.000.000,00."
781,2006-07-15,8,10,13,39,54,56,0,,0.0,66,19809.51,5707,228.22,23318185.27,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 19/07/2006: R$25.000.000,00."
782,2006-07-19,2,11,23,35,42,59,0,,0.0,144,9270.41,7533,176.55,25654326.84,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 22/07/2006: R$28.000.000,00."
783,2006-07-22,4,8,21,32,43,48,1,MT,28244624.32,140,10572.64,8427,174.99,0.0,0.0,0.0,0.0,"Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 26/07/2006: R$1.000.000,00."
784,2006-07-26,8,27,37,42,53,56,0,,0.0,27,20363.8,2163,253.24,8240695.17,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 29/07/2006: R$10.000.000,00."
785,2006-07-29,5,8,17,35,37,48,1,RJ,9770979.43,126,6940.06,6657,130.87,0.0,0.0,0.0,0.0,"Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 02/08/2006: R$1.000.000,00."
786,2006-08-02,10,11,26,27,31,41,0,,0.0,19,25700.08,1521,319.83,854527.84,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 05/08/2006: R$2.000.000,00."
787,2006-08-05,20,31,34,37,54,60,0,,0.0,40,16922.47,1955,344.93,2039100.64,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 09/08/2006: R$3.000.000,00."
788,2006-08-09,17,19,29,31,44,57,0,,0.0,62,10763.88,3247,204.75,3206981.5,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 12/08/2006; R$5.000.000,00."
789,2006-08-12,6,31,38,39,50,60,0,,0.0,13,62482.48,1808,447.56,9027559.48,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (06 acertos) para o próximo concurso, a ser realizado em 16/08/2006: R$11.000.000,00."
790,2006-08-16,2,6,19,22,28,43,0,,0.0,71,11717.34,5884,140.86,10483439.1,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 19/08/2006: R$12.000.000,00."
791,2006-08-19,9,14,19,35,42,58,1,SP,12212213.94,114,8665.54,5756,170.97,0.0,0.0,0.0,0.0,"Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 23/08/2006: R$1.000.000,00."
792,2006-08-23,9,29,34,43,45,56,0,,0.0,32,15844.65,1949,259.17,887300.41,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso a ser realizado em 26/08/2006: R$2.000.000,00."
793,2006-08-26,3,15,16,33,51,57,0,,0.0,62,10387.12,3629,176.79,2014302.06,0.0,0.0,0.0,"ACUMULOU!! Estimativa de prêmio (SENA) para o próximo concurso a ser realizado em 30/08/2006: R$3.000.000,00."
794,2006-08-30,3,38,42,47,55,56,0,,0.0,15,37006.71,1730,319.66,7393144.45,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 02/09/2006: R$9.000.000,00."
795,2006-09-02,14,21,26,29,36,48,0,,0.0,76,11029.2,4389,190.27,8860028.16,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso, a ser realizado em 06/09/2006: R$10.000.000,00."
796,2006-09-06,5,19,24,34,39,43,0,,0.0,80,9974.9,4883,162.81,10256514.12,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso a ser realizado em 09/09/2006: R$12.000.000,00."
797,2006-09-09,6,12,47,48,52,58,0,,0.0,66,12566.42,3447,239.7,11707935.01,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso a ser realizado em 13/09/2006: R$13.000.000,00."
798,2006-09-13,3,4,9,29,32,52,0,,0.0,48,19610.77,4104,228.5,13355239.88,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 16/09/2006: R$15.000.000,00."
799,2006-09-16,19,29,35,42,55,57,0,,0.0,56,19330.65,4675,230.69,20861429.08,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso a ser realizado em 20/09/2006: R$23.000.000,00."
800,2006-09-20,1,7,11,37,38,56,0,,0.0,44,26411.64,4497,257.44,22895125.15,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso a ser realizado em 23/09/2006: R$ 25.000.000,00."
801,2006-09-23,11,19,20,22,42,48,0,,0.0,73,19406.93,5791,243.72,25374360.34,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 27/09/2006: R$28.000.000,00."
802,2006-09-27,6,14,18,24,48,60,0,,0.0,117,12287.8,8216,174.32,27890287.63,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso a ser realizado em 30/09/2006: R$31.000.000,00."
803,2006-09-30,3,5,10,21,28,57,0,,0.0,193,8993.04,12055,143.44,30927687.9,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (SENA) para o próximo concurso a ser realizado em 04/10/2006: R$34.000.000,00."
804,2006-10-04,3,13,37,47,56,59,1,SP,34172202.25,134,13835.88,9937,185.88,0.0,0.0,0.0,0.0,"Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 07/10/2006: R$11.000.000,00."
805,2006-10-07,2,30,36,43,48,60,0,,0.0,62,14428.43,3489,255.42,11073179.39,0.0,0.0,0.0,"POR PROBLEMAS TÉCNICOS O SORTEIO DO CONCURSO 806 DA MEGA-SENA SERÁ REALIZADO EM 12/10 ÀS 20 HORAS NO CAMINHÃO DA SORTE EM BOA ESPERANÇA/MG. A Estimativa de prêmio (sena) para o concurso 806 é de: R$13.000.000,00."
806,2006-10-12,18,26,35,41,47,60,0,,0.0,50,18518.81,3179,290.17,12693574.74,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 14/10/2006: R$14.000.000,00."
807,2006-10-14,2,8,27,32,49,56,0,,0.0,130,7262.48,6188,152.01,14345789.99,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 18/10/2006: R$16.000.000,00."
808,2006-10-18,2,15,21,31,46,57,0,,0.0,44,24446.08,3844,278.76,16228138.27,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 21/10/2006: R$18.000.000,00."
809,2006-10-21,5,11,15,23,25,30,0,,0.0,121,8582.38,7669,134.9,24143857.18,0.0,0.0,0.0,"ACUMULOU!!! Estimativa de prêmio (sena) para o próximo concurso, a ser realizado em 25/10/2006: R$26.000.000,00."
810,2006-10-25,1,4,5,33,37,48,0,,0.0,75,17505.65,6450,202.79,26441472.82,0.0,30000000.0,0.0,"ACUMULOU!!! Estimativa de prêmio (Sena) para o próximo concurso, a ser realizado em 28/10/2006: R$30.000.000,00."
