concurso,dada_sorteio,bola1,bola2,bola3,bola4,bola5,bola6,ganhadores_6_acertos,cidade_uf,rateio_6_acertos,ganhadores_5_acertos,rateio_5_acertos,ganhadores_4_acertos,rateio_4_acertos,acumulado_6_acertos,arrecadacao_total,estimativa_premio,acumulado_sorteio_especial_mega_da_virada,observacao
1121,2009-10-28,4,17,18,54,56,59,1,SÃO PAULO/SP,22023474.44,94,21458.13,6105,471.99,0.0,34452964.0,2000000.0,41128829.98,
1122,2009-10-31,26,44,46,49,55,56,0,,0.0,20,56270.34,2425,662.97,2073117.88,19222788.0,4000000.0,41424989.69,
1123,2009-11-04,4,14,19,39,45,60,0,,0.0,51,20674.9,3386,444.86,4015470.76,18010282.0,6000000.0,41702468.69,
1124,2009-11-07,7,11,16,18,33,49,0,,0.0,122,12110.47,7528,280.37,15550005.71,25236404.0,20000000.0,42091278.37,
1125,2009-11-11,3,7,29,33,42,56,1,RIO DE JANEIRO/RJ,19093732.19,263,7314.59,11744,234.0,0.0,32858866.0,2500000.0,42597525.04,
1126,2009-11-14,4,31,42,52,57,59,0,,0.0,21,55019.03,2186,755.06,2128367.63,19735086.0,5000000.0,42901577.57,
1127,2009-11-18,5,8,14,24,29,30,3,RIO DE JANEIRO/RJ; PORTO ALEGRE/RS; SÃO BERNARDO DO CAMPO/SP,1463875.35,152,8083.07,7135,245.99,0.0,20985848.0,2000000.0,43224900.21,
1128,2009-11-21,8,16,24,39,52,60,1,SETE LAGOAS/MG,1903809.92,43,24034.81,3389,435.65,0.0,17652896.0,2000000.0,43496873.07,
1129,2009-11-25,12,17,19,32,47,55,0,,0.0,75,12933.06,4068,340.63,9094554.71,16567972.0,12000000.0,43752130.84,
1130,2009-11-28,5,18,23,32,49,54,0,,0.0,279,5751.46,9245,247.95,12050502.92,27408748.0,15000000.0,44174409.16,
1131,2009-12-02,1,8,16,34,36,49,0,,0.0,119,16728.24,7753,366.8,15717508.75,34001962.0,20000000.0,44698267.16,
1132,2009-12-05,12,27,30,33,52,55,0,,0.0,104,21594.12,7799,411.36,19854486.1,38359728.0,24000000.0,45289263.93,
1133,2009-12-09,5,10,16,21,39,58,1,Montes Claros/MG,23878446.59,111,19679.6,8648,360.84,0.0,37311790.0,2500000.0,45864115.44,
1134,2009-12-12,9,22,29,36,51,56,0,,0.0,53,23806.49,3770,478.11,13077964.72,21551532.0,16000000.0,46196153.41,
1135,2009-12-16,4,5,6,19,23,39,1,VITÓRIA/ES,16270571.71,127,13646.69,9233,268.15,0.0,29603144.0,2000000.0,46652240.14,
1136,2009-12-19,7,31,32,34,37,43,0,,0.0,41,30316.49,4242,418.59,2289692.56,21230956.0,5000000.0,46979339.1,
1137,2009-12-22,19,21,25,28,43,50,0,,0.0,33,25712.12,2763,438.7,3852718.38,14493008.0,6000000.0,47202628.51,
1138,2009-12-24,2,4,15,18,25,36,0,,0.0,118,9499.16,6796,235.62,5917535.51,19145820.0,7500000.0,47497602.38,
1139,2009-12-26,9,28,31,36,37,42,0,,0.0,25,31748.14,2049,553.37,61731493.11,13557048.0,120000000.0,61731493.11,"""URGENTE: O ENCERRAMENTO DAS APOSTAS PARA A MEGA-SENA DA VIRADA, CONCURSO 1140, SERÁ AS 14 HORAS, HORÁRIO DE BRASÍLIA, DO DIA 31/12/2009""."
1140,2009-12-31,10,27,40,46,49,58,2,BRASÍLIA/DF; SANTA RITA DO PASSA QUATRO/SP,72450747.46,734,34724.23,55988,650.33,0.0,435346884.0,1500000.0,0.0,
1141,2010-01-02,9,37,40,50,58,60,0,,0.0,6,54748.35,683,687.07,605113.35,5610856.0,2000000.0,86444.79,
1142,2010-01-06,3,15,26,28,31,58,0,,0.0,66,15347.72,3640,397.54,2471072.68,17301930.0,5000000.0,353010.42,
1143,2010-01-09,3,30,35,44,47,60,0,,0.0,52,24432.56,3686,492.4,4811454.35,21700966.0,7000000.0,687350.67,
1144,2010-01-13,1,10,18,19,44,49,0,,0.0,92,14090.42,6105,303.33,11724753.92,22142094.0,15000000.0,1028487.25,
1145,2010-01-16,3,16,19,24,33,60,1,BRASÍLIA/DF,14836725.73,129,13095.79,8734,276.31,0.0,28855462.0,2000000.0,1473054.66,
1146,2010-01-20,6,10,28,33,34,53,0,,0.0,53,18010.8,3641,374.53,1758423.03,16304810.0,4000000.0,1724257.97,
1147,2010-01-23,6,23,31,33,39,52,0,,0.0,30,40732.25,3040,574.23,4009415.81,20872116.0,7000000.0,2045828.37,
1148,2010-01-27,27,28,29,32,48,55,0,,0.0,37,33116.63,3792,461.61,6266575.92,20929302.0,9000000.0,2368279.83,
1149,2010-01-30,7,8,23,36,46,54,0,,0.0,91,16567.3,6998,307.76,16684537.21,25751354.0,20000000.0,2765023.19,
1150,2010-02-03,15,17,28,31,35,52,0,,0.0,58,30422.46,5033,500.83,19934936.77,30139020.0,24000000.0,3229366.0,
1151,2010-02-06,1,4,14,21,25,51,0,,0.0,101,20457.88,7455,395.94,23741179.41,35293022.0,28000000.0,3773114.97,
1152,2010-02-10,14,20,29,36,44,47,0,,0.0,99,21940.52,6884,450.75,27742438.13,37101290.0,32000000.0,4344723.37,
1153,2010-02-13,6,17,19,34,46,55,0,,0.0,148,16706.38,9655,365.84,32297124.6,42232896.0,34000000.0,4995392.88,
1154,2010-02-17,4,12,14,21,26,28,0,,0.0,141,10837.51,8206,266.02,46695017.02,26100894.0,52000000.0,5397521.51,
1155,2010-02-20,20,28,40,41,51,58,0,,0.0,76,47668.53,6061,853.89,53368610.37,61880258.0,61000000.0,6350892.01,
1156,2010-02-24,9,24,31,44,48,49,0,,0.0,210,21432.57,15420,416.97,61659631.2,76877700.0,70000000.0,7535323.58,
1157,2010-02-27,9,29,41,43,46,49,4,BRASÍLIA/DF; CONSELHEIRO LAFAIETE/MG; JUNDIAÍ/SP; SÃO PAULO/SP,18179694.01,248,24207.8,19079,449.52,0.0,102544866.0,2500000.0,9115201.42,
1158,2010-03-03,23,30,31,54,55,60,0,,0.0,38,33658.71,2442,748.23,2356109.85,21846804.0,5000000.0,9451788.55,
1159,2010-03-06,5,6,34,46,53,55,0,,0.0,72,23949.93,7628,322.94,25368068.86,29453948.0,30000000.0,9905576.66,
1160,2010-03-10,1,3,5,18,40,48,1,RECIFE/PE,29887804.73,118,20792.97,10504,333.69,0.0,41908820.0,2000000.0,10551253.23,
1161,2010-03-13,4,7,42,47,48,51,0,,0.0,43,30752.91,4214,448.29,2435954.08,22587152.0,5000000.0,10899246.69,
1162,2010-03-17,18,22,25,30,31,41,0,,0.0,43,32527.61,3308,604.02,5012483.34,23890622.0,8000000.0,11267322.32,
1163,2010-03-20,5,17,31,47,51,53,0,,0.0,72,23479.92,6107,395.46,8126662.78,28875932.0,12000000.0,11712205.12,
1164,2010-03-24,6,14,17,26,40,49,0,,0.0,56,30323.49,5145,471.5,21170174.38,29005080.0,25000000.0,12159077.66,
1165,2010-03-27,20,40,42,52,54,60,0,,0.0,70,31855.07,3923,812.0,25277800.98,38087576.0,30000000.0,12745881.47,
1166,2010-03-31,22,28,30,31,35,54,0,,0.0,86,27930.0,6211,552.47,29702501.97,41027618.0,35000000.0,13377981.62,
1167,2010-04-03,20,28,43,51,52,56,0,,0.0,44,52834.93,4342,764.86,33984911.71,39708236.0,39000000.0,13989754.45,
1168,2010-04-07,4,5,20,47,53,56,0,,0.0,97,30457.03,8380,503.63,39427100.86,50462180.0,47000000.0,14767210.06,
1169,2010-04-10,1,11,14,23,42,48,1,TUPASSI/PR,46206248.49,179,20559.27,12185,431.45,0.0,62859000.0,19000000.0,15735659.74,
1170,2010-04-14,11,13,27,34,46,49,1,RIO DE JANEIRO/RJ,19095125.12,228,7995.63,10746,242.34,0.0,31138258.0,2000000.0,16215397.51,
1171,2010-04-17,3,10,13,30,41,57,0,,0.0,79,16796.08,5610,337.88,2444272.09,22664280.0,5000000.0,16564579.25,
1172,2010-04-20,6,12,28,43,52,56,0,,0.0,90,12059.64,6438,240.83,4443633.49,18538888.0,7000000.0,16850202.32,
1173,2010-04-24,5,7,24,25,36,47,0,,0.0,140,11754.52,9619,244.4,7475062.0,28108632.0,10000000.0,17283263.55,
1174,2010-04-28,6,7,39,47,51,52,0,,0.0,38,44358.87,4174,576.91,19341429.43,28791936.0,22000000.0,17726852.25,"ATENÇÃO! DEVIDO AO FERIADO DE 1º DE MAIO, O CONCURSO 1175 FOI ANTECIPADO PARA SEXTA-FEIRA, DIA 30/04/2010."
1175,2010-04-30,2,3,12,16,37,47,0,,0.0,77,23254.42,6958,367.63,22639885.13,30584616.0,26000000.0,18198060.21,
1176,2010-05-05,11,14,21,30,33,49,0,,0.0,102,23255.21,7379,459.22,27009415.74,40516056.0,33000000.0,18822278.89,
1177,2010-05-08,33,38,47,50,52,55,1,SÃO PAULO/SP,32015488.03,78,34840.8,6269,619.27,0.0,46418328.0,2000000.0,19537432.09,
1178,2010-05-12,1,22,30,45,50,53,0,,0.0,27,42621.06,2330,705.56,2119836.94,19655986.0,5000000.0,19840265.97,
1179,2010-05-15,5,22,28,47,59,60,0,,0.0,99,15119.91,5765,370.92,15909470.94,25567678.0,20000000.0,20234179.49,
1180,2010-05-19,12,30,34,44,57,60,0,,0.0,70,27747.38,5176,536.07,19487422.2,33176212.0,24000000.0,20745315.4,
1181,2010-05-22,18,20,26,31,44,45,0,,0.0,67,35528.46,5964,570.18,23872382.69,40659128.0,29000000.0,21371738.34,
1182,2010-05-26,2,4,29,52,56,60,0,,0.0,82,29243.72,7157,478.64,28289723.98,40959376.0,34000000.0,22002787.1,
1183,2010-05-29,5,10,12,20,29,37,4,RIO DE JANEIRO/RJ; SÃO BERNARDO DO CAMPO/SP; SÃO PAULO/SP,8393631.32,545,5264.03,21948,186.73,0.0,49002816.0,2500000.0,22757758.73,
1184,2010-06-02,4,9,23,27,28,30,0,,0.0,134,8850.14,7342,230.75,14661502.87,20256366.0,18000000.0,23069842.46,
1185,2010-06-05,2,10,21,35,43,54,0,,0.0,96,17861.3,5571,439.69,17820133.57,29288102.0,22000000.0,23521075.43,
1186,2010-06-09,7,8,12,13,15,41,1,SÃO PAULO/SP,21726964.78,196,10820.67,12126,249.85,0.0,36225720.0,1500000.0,24079194.19,
1187,2010-06-12,8,17,19,40,43,49,0,,0.0,42,29259.35,4013,437.46,2263749.35,20990400.0,5000000.0,24402586.97,
1188,2010-06-16,9,20,44,52,59,60,0,,0.0,32,37874.46,3164,547.21,4496348.84,20701566.0,7000000.0,24721529.75,
1189,2010-06-19,14,21,27,31,35,50,0,,0.0,44,34335.73,4064,531.06,16296089.09,25805114.0,20000000.0,25119101.38,
1190,2010-06-23,10,11,19,37,53,56,2,SÃO GONÇALO DO RIO ABAIXO/MG; CARLÓPOLIS/PR,9806336.06,146,12331.72,7261,354.22,0.0,30752700.0,2000000.0,25592898.97,
1191,2010-06-26,3,11,16,22,25,33,0,,0.0,138,7708.45,6525,232.89,1959568.05,18169908.0,4000000.0,25872837.29,
1192,2010-06-30,17,20,49,52,57,59,0,,0.0,34,33493.09,2691,604.53,4057292.71,19450952.0,6500000.0,26172512.25,
1193,2010-07-03,2,9,12,14,32,54,0,,0.0,72,18268.32,5845,321.47,6480249.51,22466636.0,9000000.0,26518648.95,
1194,2010-07-07,6,13,24,41,50,53,0,,0.0,54,27420.66,4511,468.92,17080404.23,25291720.0,21000000.0,26908310.87,
1195,2010-07-10,17,20,26,27,55,57,1,MOMBAÇA/CE,20642817.77,63,30696.54,4448,621.1,0.0,33032140.0,2000000.0,27417227.11,
1196,2010-07-14,3,6,19,20,58,60,0,,0.0,85,12208.59,5086,291.48,1911607.9,17725202.0,5000000.0,27690313.98,
1197,2010-07-17,36,37,39,49,54,60,0,,0.0,35,37329.11,2662,701.14,4318353.37,22316318.0,7000000.0,28034134.77,
1198,2010-07-21,22,29,36,41,48,58,0,,0.0,52,26438.48,3708,529.66,6850881.31,23482624.0,9500000.0,28395924.5,
1199,2010-07-24,16,19,23,28,39,58,0,,0.0,71,22554.66,5692,401.91,18200523.7,27352780.0,22000000.0,28817340.54,
1200,2010-07-28,3,10,11,39,54,56,1,SÃO PAULO/SP,21815376.29,91,21564.27,6489,432.01,0.0,33518376.0,2000000.0,29333748.06,
1201,2010-07-31,28,32,36,49,55,60,0,,0.0,67,16653.27,3425,465.38,2055364.13,19058168.0,5000000.0,29627371.53,
1202,2010-08-04,8,9,11,48,53,60,0,,0.0,63,19441.55,4195,417.1,4311607.33,20920800.0,7000000.0,29949692.0,
1203,2010-08-07,7,9,30,33,38,55,0,,0.0,99,14840.8,6138,341.95,7018099.86,25095694.0,10000000.0,30336333.81,
1204,2010-08-11,5,10,25,39,43,52,0,,0.0,95,16192.71,6613,332.31,18316592.66,26275440.0,22000000.0,30741151.6,
1205,2010-08-14,4,13,14,26,29,35,0,,0.0,141,15034.23,9645,313.97,22221535.91,36208214.0,27000000.0,31299000.65,
1206,2010-08-18,2,6,11,36,37,48,0,,0.0,112,20172.5,8526,378.55,26383440.55,38590864.0,31000000.0,31893558.47,
1207,2010-08-21,9,11,22,32,35,56,0,,0.0,108,24942.19,8377,459.37,31345622.39,46011358.0,37000000.0,32602441.61,
1208,2010-08-25,1,12,20,26,45,54,0,,0.0,125,24276.47,9464,458.06,36935598.02,51832516.0,43000000.0,33401009.57,
1209,2010-08-28,5,14,17,30,35,38,0,,0.0,251,14955.49,16146,332.13,59900458.51,64118190.0,70000000.0,34388859.2,
1210,2010-09-01,3,7,9,10,31,34,0,,0.0,993,7346.2,57447,181.4,73338200.39,124600180.0,85000000.0,36308536.62,
1211,2010-09-04,3,15,31,36,48,54,7,RIO DE JANEIRO/RJ; BOTUCATU/SP; MANDURI/SP; OSASCO/SP; PRAIA GRANDE/SP; Ribeirão Preto/SP; SÃO PAULO/SP,13217564.89,981,10616.29,44163,336.88,0.0,177888800.0,2000000.0,39049215.76,
1212,2010-09-08,2,23,33,35,40,50,0,,0.0,28,38564.29,2326,663.18,1989105.38,18443790.0,4000000.0,39333373.68,
1213,2010-09-11,3,11,26,34,45,53,0,,0.0,111,14827.5,6156,381.93,5020939.63,28112394.0,8000000.0,39766492.87,
1214,2010-09-15,5,29,30,36,41,48,0,,0.0,87,20055.78,6593,378.07,33917085.84,29803386.0,40000000.0,40225664.67,
1215,2010-09-18,10,25,30,47,50,51,0,,0.0,144,21544.81,10052,440.91,39632131.51,52992216.0,46000000.0,41042099.78,
1216,2010-09-22,4,7,13,25,27,58,0,,0.0,555,6029.59,26524,180.23,45796594.37,57159394.0,53000000.0,41922737.34,
1217,2010-09-25,5,11,15,28,43,50,0,,0.0,266,15239.05,16184,357.81,53263730.31,69238306.0,61000000.0,42989471.06,
1218,2010-09-29,10,23,29,31,33,46,0,,0.0,211,23992.46,17290,418.27,62589221.31,86469726.0,75000000.0,44321684.07,
1219,2010-10-02,2,33,34,37,41,53,0,,0.0,220,28644.89,17919,502.4,99517334.59,107640740.0,115000000.0,45980072.51,
1220,2010-10-06,5,15,43,48,52,55,1,FONTOURA XAVIER/RS,119142144.27,377,28258.54,30478,499.35,0.0,181969176.0,3000000.0,48783616.75,
1221,2010-10-09,5,14,37,43,46,58,0,,0.0,102,15007.28,5864,372.91,2819788.93,26146224.0,6000000.0,49186443.74,
1222,2010-10-13,5,8,19,26,48,57,0,,0.0,121,11735.29,7404,273.97,5435524.2,24254156.0,8000000.0,49560120.23,
1223,2010-10-16,15,17,35,42,47,48,0,,0.0,358,5816.15,9411,316.07,9271123.19,35565226.0,13000000.0,50108062.95,
1224,2010-10-20,19,21,27,41,53,57,1,CARAPICUIBA/SP,13344577.42,124,17833.09,6867,460.02,0.0,37770716.0,23000000.0,50689985.0,
1225,2010-10-23,31,32,34,40,50,55,1,BELO HORIZONTE/MG,24970852.82,36,64045.66,3825,861.11,0.0,39382110.0,2000000.0,51296733.3,
1226,2010-10-27,10,31,40,50,55,56,0,,0.0,57,22714.31,9917,186.5,2385002.68,22114710.0,5000000.0,51637447.99,
1227,2010-10-30,4,28,30,31,35,54,1,FORTALEZA/CE,5445377.96,463,3588.23,5301,447.71,0.0,28377038.0,1600000.0,52074644.47,
1228,2010-11-03,10,23,36,50,52,60,0,,0.0,43,24741.5,3050,498.3,1959787.41,18171942.0,5000000.0,52354614.11,
1229,2010-11-06,12,30,32,40,49,60,0,,0.0,42,38879.24,2827,825.16,14182939.0,27891626.0,18000000.0,52784332.0,
1230,2010-11-10,9,12,19,22,35,37,0,,0.0,110,18549.8,9272,314.38,17941713.91,34852882.0,22000000.0,53321299.85,
1231,2010-11-13,5,20,23,27,39,49,1,SÃO PAULO/SP,22383261.66,161,14975.94,9961,345.79,0.0,41183828.0,2000000.0,53955806.69,
1232,2010-11-17,8,11,12,15,18,22,0,,0.0,161,6658.4,7374,207.68,1974742.97,18310616.0,4500000.0,54237912.84,
1233,2010-11-20,22,29,32,49,54,59,0,,0.0,33,43459.53,3057,670.2,4616624.43,24496594.0,8000000.0,54615324.5,
1234,2010-11-24,3,5,19,24,30,35,0,,0.0,120,12853.8,9102,242.09,17300360.17,26346304.0,21000000.0,55021234.06,
1235,2010-11-27,10,16,20,26,49,55,0,,0.0,83,25186.56,6028,495.42,21151251.64,35707024.0,25000000.0,55571361.42,
1236,2010-12-01,3,8,17,20,38,53,0,,0.0,136,16352.7,9270,342.72,25248033.37,37987018.0,30000000.0,56156615.97,
1237,2010-12-04,5,18,21,26,39,59,1,SERINGUEIRAS/RO,30150521.09,132,20161.75,9303,408.67,0.0,45457850.0,2000000.0,56856971.38,
1238,2010-12-08,13,14,24,39,40,45,0,,0.0,41,28938.22,3065,553.0,2185597.01,20265740.0,5000000.0,57169199.54,
1239,2010-12-11,1,15,37,39,48,52,0,,0.0,57,27226.64,3794,584.35,16292399.49,26507920.0,20000000.0,57577599.08,
1240,2010-12-15,8,9,12,22,42,49,0,,0.0,123,15840.7,8257,337.1,19881568.56,33280228.0,24000000.0,58090337.54,
1241,2010-12-18,10,13,25,26,28,45,0,,0.0,181,12479.72,12556,257.0,24042571.82,38582506.0,26000000.0,58684766.59,
1242,2010-12-20,11,34,45,48,51,54,0,,0.0,19,46855.32,2046,621.59,25682508.0,15206152.0,29000000.0,58919043.21,
1243,2010-12-22,9,19,23,29,32,57,0,,0.0,139,15365.51,8401,363.18,29616886.54,36481150.0,34000000.0,59481097.3,
1244,2010-12-24,2,8,15,25,34,45,0,,0.0,124,16432.85,9080,320.59,104122626.0,34804982.0,200000000.0,104122626.0,
1245,2010-12-31,2,10,34,37,43,50,4,CARIACICA/ES; BELO HORIZONTE/MG; FAZENDA RIO GRANDE/PR; PINHAIS/PR,48598800.01,1561,17722.09,94921,416.34,0.0,472524744.0,2000000.0,0.0,
1246,2011-01-05,10,37,40,43,57,59,0,,0.0,46,25351.73,3939,422.94,2148225.48,19919216.0,4700000.0,306889.37,
1247,2011-01-08,3,9,11,24,36,51,0,,0.0,164,9098.41,9543,223.37,4896902.11,25486842.0,8000000.0,699557.47,
1248,2011-01-12,20,33,34,57,58,60,0,,0.0,86,18318.69,3832,587.31,7798968.5,26909134.0,11000000.0,1114138.4,
1249,2011-01-15,3,8,36,40,51,53,1,SÃO PAULO/SP,11177972.67,103,17808.9,5887,445.12,0.0,31331494.0,9000000.0,1596853.29,
1250,2011-01-19,1,2,24,40,51,59,0,,0.0,61,23819.88,4394,472.4,9702756.58,24818540.0,12000000.0,1979225.06,
1251,2011-01-22,5,27,34,46,48,52,0,,0.0,261,6814.23,9795,259.39,12978966.7,30378346.0,17000000.0,2447255.1,
1252,2011-01-26,2,14,35,39,49,51,0,,0.0,67,26937.47,4975,518.25,16303617.54,30827508.0,20000000.0,2922205.24,
1253,2011-01-29,2,17,23,43,44,51,0,,0.0,99,19092.84,7284,370.71,19785548.84,32285876.0,24000000.0,3419624.01,
1254,2011-02-02,7,9,14,18,29,39,0,,0.0,142,15443.85,9454,331.38,34384817.93,37458520.0,40000000.0,3996736.15,
1255,2011-02-05,5,23,38,39,51,54,0,,0.0,155,18671.52,11485,359.98,39716029.61,49433152.0,46000000.0,4758337.83,
1256,2011-02-09,26,33,35,38,43,53,0,,0.0,121,26009.88,8843,508.42,45513494.46,53756440.0,52000000.0,5586547.1,
1257,2011-02-12,2,15,26,27,30,52,2,MADALENA/CE; RIO DE JANEIRO/RJ,26211767.61,154,24358.21,11765,455.48,0.0,64072694.0,2500000.0,6573695.79,
1258,2011-02-16,11,26,47,55,57,59,0,,0.0,27,45045.03,2688,646.37,2240397.48,20773872.0,5000000.0,6893752.58,
1259,2011-02-19,4,6,39,46,54,58,0,,0.0,74,21208.42,5240,427.86,19695537.06,26806906.0,23000000.0,7306758.51,
1260,2011-02-23,19,23,29,31,41,53,0,,0.0,70,30497.83,5798,526.0,23628152.1,36464798.0,28000000.0,7868560.67,
1261,2011-02-26,10,14,22,41,42,53,0,,0.0,78,32348.2,6490,555.39,28276078.02,43097450.0,33000000.0,8532550.11,
1262,2011-03-02,5,7,8,9,11,39,2,RIO DE JANEIRO/RJ; SÃO JOSÉ DOS CAMPOS/SP,16677746.77,440,6266.81,25528,154.3,0.0,47098396.0,2000000.0,9258180.92,
1263,2011-03-05,4,18,26,36,41,53,0,,0.0,79,17195.98,4180,464.27,2502467.36,23203890.0,5000000.0,9615676.26,
1264,2011-03-09,4,17,36,37,51,56,0,,0.0,29,29003.13,2583,465.17,15184977.6,14366458.0,18000000.0,9837015.96,
1265,2011-03-12,13,19,24,46,50,60,0,,0.0,97,21519.92,7669,388.84,19030246.79,35654892.0,23000000.0,10386340.14,
1266,2011-03-16,6,10,33,39,42,60,0,,0.0,106,21310.49,8019,402.42,23191400.61,38583902.0,27000000.0,10980790.71,
1267,2011-03-19,4,20,30,41,47,58,0,,0.0,56,45560.13,5172,704.71,27891287.17,43579250.0,33000000.0,11652203.09,
1268,2011-03-23,3,16,17,44,53,60,0,,0.0,123,22695.13,8836,451.31,33033525.87,47680918.0,39000000.0,12386808.63,
1269,2011-03-26,4,5,15,17,27,51,2,GOIÂNIA/GO; SÃO PAULO/SP,19413790.51,200,15726.72,15111,297.35,0.0,53724824.0,17000000.0,13214530.82,
1270,2011-03-30,5,9,24,31,33,42,0,,0.0,144,12262.67,9186,274.61,18113899.54,30161598.0,21000000.0,13679221.48,
1271,2011-04-02,1,2,39,48,52,59,0,,0.0,65,35889.76,6281,530.58,22411226.22,39846552.0,27000000.0,14293125.31,
1272,2011-04-06,13,26,27,28,35,52,0,,0.0,113,22189.35,9626,372.11,27030113.51,42828192.0,33000000.0,14952966.37,
1273,2011-04-09,13,19,26,40,58,60,0,,0.0,118,24927.21,8910,471.6,32448501.08,50241482.0,38000000.0,15727021.75,
1274,2011-04-13,13,17,21,39,40,59,0,,0.0,166,19039.0,11088,407.19,52984883.98,53983258.0,59000000.0,16558725.54,
1275,2011-04-16,2,14,48,55,58,60,0,,0.0,111,38847.41,11630,529.67,60928157.26,73653244.0,70000000.0,17693478.88,
1276,2011-04-20,5,9,11,22,36,40,2,SÃO JOSÉ DOS PINHAIS/PR; LIMEIRA/SP,35704303.03,560,10159.62,30367,267.64,0.0,97178962.0,2500000.0,19190685.85,
1277,2011-04-23,12,18,31,50,59,60,0,,0.0,30,27463.17,1783,660.11,1517701.88,14072746.0,4000000.0,19407500.42,
1278,2011-04-27,4,16,24,25,30,56,0,,0.0,187,8408.7,5455,411.79,4414276.7,26858214.0,7000000.0,19821296.85,
1279,2011-04-30,8,14,29,35,36,40,0,,0.0,98,19541.91,5880,465.28,24514912.08,32711460.0,28000000.0,20325272.46,
1280,2011-05-04,6,10,16,20,29,54,0,,0.0,97,26209.43,8585,423.04,29198123.13,43424628.0,35000000.0,20994302.63,
1281,2011-05-07,8,11,14,30,36,38,1,RIO DE JANEIRO/RJ,34943738.22,198,15752.77,12813,347.75,0.0,53275668.0,2000000.0,21815104.79,
1282,2011-05-11,4,23,39,52,55,56,0,,0.0,37,37341.85,4203,469.61,2545141.94,23599586.0,5000000.0,22178696.51,
1283,2011-05-14,8,30,40,44,59,60,0,,0.0,57,31085.32,4333,584.17,5809100.65,30264746.0,9000000.0,22644976.34,
1284,2011-05-18,20,21,26,29,31,36,0,,0.0,46,39040.47,3353,765.14,21403382.14,30674654.0,26000000.0,23117571.51,
1285,2011-05-21,10,15,28,31,33,38,0,,0.0,127,20125.56,9744,374.72,26111704.05,43657466.0,32000000.0,23790188.94,
1286,2011-05-25,2,5,28,33,51,52,0,,0.0,185,14780.11,12297,317.65,31148608.26,46704214.0,37000000.0,24509746.7,
1287,2011-05-28,11,12,31,33,42,52,0,,0.0,137,23204.42,8177,555.39,37004670.64,54299780.0,43000000.0,25346327.05,
1288,2011-06-01,17,30,32,40,42,56,0,,0.0,69,54770.01,7350,734.52,43966226.83,64550366.0,52000000.0,26340835.08,
1289,2011-06-04,1,3,8,13,27,52,2,ATIBAIA/SP; BEBEDOURO/SP,26440275.46,436,11099.09,30724,225.0,0.0,82657220.0,23000000.0,27614309.97,
1290,2011-06-08,2,3,14,23,34,50,0,,0.0,93,24687.3,7535,435.28,24014974.07,39216014.0,30000000.0,28218499.29,
1291,2011-06-11,18,40,47,54,57,58,0,,0.0,49,57917.35,5416,748.56,29242776.55,48474300.0,35000000.0,28965328.24,
1292,2011-06-15,9,11,23,30,31,54,0,,0.0,128,22773.34,10397,400.52,34612488.92,49790146.0,40000000.0,29732430.01,
1293,2011-06-18,1,13,24,40,44,50,0,,0.0,163,20581.95,11182,428.6,40792489.49,57303466.0,50000000.0,30615287.25,
1294,2011-06-22,4,6,29,48,50,51,0,,0.0,148,25649.3,10401,521.39,65385078.43,64840156.0,72000000.0,31614260.0,
1295,2011-06-25,2,5,15,20,43,57,1,SANTO ANDRÉ/SP,73451540.26,314,13945.66,20014,312.56,0.0,74795498.0,2500000.0,32766611.7,
1296,2011-06-29,10,14,43,46,49,53,0,,0.0,48,27308.81,3607,519.15,2414673.52,22389830.0,5000000.0,33111565.08,
1297,2011-07-02,2,5,11,13,56,59,0,,0.0,100,17409.61,9538,260.75,5621705.9,29736902.0,9000000.0,33569712.58,
1298,2011-07-06,14,15,30,53,55,60,1,MANDAGUARI/PR,9047534.6,38,48940.41,4046,656.63,0.0,31765670.0,2000000.0,34059116.7,
1299,2011-07-09,8,22,32,43,53,56,0,,0.0,35,40850.42,3035,672.98,15046663.45,24421448.0,18000000.0,34435370.58,
1300,2011-07-13,43,44,46,53,54,59,2,CODÓ/MA; DIVINÓPOLIS/MG,9484391.42,58,36709.5,3652,832.87,0.0,36367478.0,2500000.0,34995673.37,
1301,2011-07-16,3,16,23,25,51,56,1,BLUMENAU/SC,2751015.4,74,20181.19,5155,413.85,0.0,25508528.0,2000000.0,35388675.59,
1302,2011-07-20,2,10,15,44,56,57,0,,0.0,63,20161.47,5084,356.91,2339791.97,21695498.0,5000000.0,35722931.6,
1303,2011-07-23,8,19,46,51,52,54,0,,0.0,40,40211.48,3573,643.1,5302743.11,27473682.0,9000000.0,36146210.35,
1304,2011-07-27,7,14,15,20,23,35,0,,0.0,79,21229.7,7568,316.58,17861876.13,28646906.0,21000000.0,36587564.6,
1305,2011-07-30,3,5,11,36,44,46,0,,0.0,136,16998.55,9982,330.85,22120460.55,39487318.0,27000000.0,37195933.81,
1306,2011-08-03,6,19,22,34,43,45,0,,0.0,167,14988.5,10694,334.37,26731395.64,42754456.0,32000000.0,37854638.84,
1307,2011-08-06,7,10,32,43,47,54,1,GUANHÃES/MG,32075789.45,153,18962.37,11019,376.13,0.0,49555382.0,2000000.0,38618123.69,"Informamos que o sorteio do concurso 1308 será realizado na terça-feira, dia 09/08/2011, às 20:00."
1308,2011-08-09,7,8,24,30,33,47,0,,0.0,75,11487.79,4417,278.65,1587128.31,14716496.0,3800000.0,38844856.31,
